Shaknspin W&F meter
Session:;trchnics 1500.CSV
Device:;6985321910C4EB9E-058
Avg Speed:;33.385
Avg Speed Dev:;00.17%
Var. Min:;33.31
Var. Max:;33.46
Var. Min%:;-0.235%
Var. Max%:;+0.233%
HighPass Min:;33.31
HighPass Max:;33.47
W&F peak:;0.097
W&F peak 2s:;0.088
W&F DIN:;0.035
W&F WRMS:;0.007
W&F RMS:;0.02
Jitter%:;0.230
Wow:;0.05
Flutter:;0.02
Freq1 (Hz):;00.610
Freq2 (Hz):;03.662

Speed trace (de-noised) in 2mS intervals
Frequency in Hz

Time;Speed;Freq;Magnitude
6752;33.378
6754;33.363
6756;33.363
6758;33.359
6760;33.356
6762;33.352
6764;33.366
6766;33.401
6768;33.343
6770;33.339
6772;33.347
6774;33.377
6776;33.374
6778;33.362
6780;33.343
6782;33.336
6784;33.347
6786;33.333
6788;33.325
6790;33.35
6792;33.358
6794;33.35
6796;33.347
6798;33.363
6800;33.371
6802;33.368
6804;33.346
6806;33.356
6808;33.353
6810;33.378
6812;33.365
6814;33.334
6816;33.325
6818;33.35
6820;33.336
6822;33.381
6824;33.385
6826;33.349
6828;33.363
6830;33.35
6832;33.34
6834;33.393
6836;33.391
6838;33.404
6840;33.374
6842;33.35
6844;33.344
6846;33.384
6848;33.352
6850;33.366
6852;33.381
6854;33.379
6856;33.36
6858;33.355
6860;33.356
6862;33.347
6864;33.374
6866;33.372
6868;33.365
6870;33.387
6872;33.359
6874;33.346
6876;33.349
6878;33.362
6880;33.384
6882;33.393
6884;33.396
6886;33.368
6888;33.406
6890;33.366
6892;33.374
6894;33.372
6896;33.368
6898;33.358
6900;33.366
6902;33.365
6904;33.374
6906;33.346
6908;33.36
6910;33.343
6912;33.35
6914;33.355
6916;33.377
6918;33.384
6920;33.359
6922;33.349
6924;33.353
6926;33.382
6928;33.36
6930;33.372
6932;33.412
6934;33.393
6936;33.394
6938;33.382
6940;33.356
6942;33.4
6944;33.371
6946;33.375
6948;33.377
6950;33.374
6952;33.372
6954;33.374
6956;33.358
6958;33.366
6960;33.362
6962;33.362
6964;33.384
6966;33.377
6968;33.382
6970;33.391
6972;33.347
6974;33.372
6976;33.382
6978;33.377
6980;33.371
6982;33.371
6984;33.397
6986;33.382
6988;33.355
6990;33.365
6992;33.377
6994;33.371
6996;33.387
6998;33.374
7000;33.372
7002;33.372
7004;33.41
7006;33.384
7008;33.398
7010;33.377
7012;33.363
7014;33.334
7016;33.363
7018;33.385
7020;33.378
7022;33.391
7024;33.387
7026;33.378
7028;33.394
7030;33.396
7032;33.393
7034;33.372
7036;33.359
7038;33.355
7040;33.377
7042;33.363
7044;33.388
7046;33.396
7048;33.381
7050;33.362
7052;33.382
7054;33.355
7056;33.374
7058;33.39
7060;33.381
7062;33.377
7064;33.366
7066;33.346
7068;33.377
7070;33.378
7072;33.372
7074;33.375
7076;33.385
7078;33.347
7080;33.381
7082;33.35
7084;33.396
7086;33.363
7088;33.368
7090;33.374
7092;33.356
7094;33.377
7096;33.372
7098;33.387
7100;33.374
7102;33.368
7104;33.382
7106;33.381
7108;33.35
7110;33.378
7112;33.382
7114;33.384
7116;33.388
7118;33.377
7120;33.415
7122;33.378
7124;33.375
7126;33.372
7128;33.369
7130;33.398
7132;33.372
7134;33.396
7136;33.41
7138;33.417
7140;33.397
7142;33.347
7144;33.374
7146;33.375
7148;33.375
7150;33.377
7152;33.397
7154;33.385
7156;33.368
7158;33.391
7160;33.409
7162;33.393
7164;33.39
7166;33.385
7168;33.362
7170;33.387
7172;33.382
7174;33.366
7176;33.388
7178;33.39
7180;33.379
7182;33.398
7184;33.422
7186;33.41
7188;33.409
7190;33.398
7192;33.382
7194;33.404
7196;33.398
7198;33.413
7200;33.419
7202;33.419
7204;33.407
7206;33.388
7208;33.385
7210;33.391
7212;33.384
7214;33.385
7216;33.417
7218;33.385
7220;33.397
7222;33.416
7224;33.397
7226;33.413
7228;33.403
7230;33.404
7232;33.42
7234;33.381
7236;33.403
7238;33.398
7240;33.404
7242;33.409
7244;33.393
7246;33.36
7248;33.388
7250;33.4
7252;33.391
7254;33.396
7256;33.382
7258;33.398
7260;33.393
7262;33.397
7264;33.403
7266;33.41
7268;33.429
7270;33.39
7272;33.394
7274;33.388
7276;33.381
7278;33.415
7280;33.396
7282;33.397
7284;33.377
7286;33.385
7288;33.394
7290;33.372
7292;33.378
7294;33.372
7296;33.396
7298;33.372
7300;33.387
7302;33.394
7304;33.39
7306;33.415
7308;33.429
7310;33.4
7312;33.339
7314;33.353
7316;33.36
7318;33.363
7320;33.385
7322;33.377
7324;33.381
7326;33.385
7328;33.372
7330;33.388
7332;33.397
7334;33.36
7336;33.385
7338;33.396
7340;33.365
7342;33.394
7344;33.368
7346;33.365
7348;33.39
7350;33.377
7352;33.384
7354;33.372
7356;33.372
7358;33.379
7360;33.391
7362;33.355
7364;33.34
7366;33.378
7368;33.391
7370;33.358
7372;33.381
7374;33.385
7376;33.385
7378;33.409
7380;33.404
7382;33.385
7384;33.378
7386;33.41
7388;33.391
7390;33.378
7392;33.385
7394;33.394
7396;33.403
7398;33.42
7400;33.409
7402;33.416
7404;33.388
7406;33.415
7408;33.401
7410;33.379
7412;33.388
7414;33.387
7416;33.39
7418;33.381
7420;33.363
7422;33.4
7424;33.375
7426;33.377
7428;33.384
7430;33.359
7432;33.4
7434;33.391
7436;33.422
7438;33.422
7440;33.425
7442;33.397
7444;33.387
7446;33.401
7448;33.425
7450;33.42
7452;33.425
7454;33.434
7456;33.417
7458;33.419
7460;33.403
7462;33.378
7464;33.366
7466;33.406
7468;33.391
7470;33.379
7472;33.393
7474;33.406
7476;33.401
7478;33.387
7480;33.39
7482;33.397
7484;33.401
7486;33.412
7488;33.441
7490;33.434
7492;33.422
7494;33.397
7496;33.406
7498;33.407
7500;33.375
7502;33.404
7504;33.412
7506;33.435
7508;33.401
7510;33.387
7512;33.416
7514;33.412
7516;33.375
7518;33.413
7520;33.413
7522;33.403
7524;33.384
7526;33.432
7528;33.447
7530;33.432
7532;33.387
7534;33.401
7536;33.426
7538;33.401
7540;33.39
7542;33.4
7544;33.387
7546;33.391
7548;33.416
7550;33.434
7552;33.415
7554;33.394
7556;33.396
7558;33.42
7560;33.4
7562;33.419
7564;33.393
7566;33.388
7568;33.407
7570;33.369
7572;33.381
7574;33.382
7576;33.385
7578;33.401
7580;33.398
7582;33.423
7584;33.458
7586;33.436
7588;33.388
7590;33.391
7592;33.378
7594;33.404
7596;33.387
7598;33.372
7600;33.39
7602;33.409
7604;33.381
7606;33.382
7608;33.378
7610;33.381
7612;33.379
7614;33.378
7616;33.387
7618;33.415
7620;33.387
7622;33.394
7624;33.391
7626;33.397
7628;33.375
7630;33.407
7632;33.398
7634;33.435
7636;33.441
7638;33.428
7640;33.417
7642;33.409
7644;33.426
7646;33.387
7648;33.412
7650;33.366
7652;33.381
7654;33.375
7656;33.406
7658;33.423
7660;33.39
7662;33.416
7664;33.381
7666;33.377
7668;33.397
7670;33.385
7672;33.384
7674;33.438
7676;33.377
7678;33.39
7680;33.372
7682;33.385
7684;33.39
7686;33.387
7688;33.347
7690;33.375
7692;33.377
7694;33.398
7696;33.388
7698;33.406
7700;33.396
7702;33.412
7704;33.397
7706;33.396
7708;33.4
7710;33.404
7712;33.404
7714;33.368
7716;33.387
7718;33.407
7720;33.415
7722;33.428
7724;33.39
7726;33.401
7728;33.401
7730;33.397
7732;33.377
7734;33.39
7736;33.388
7738;33.407
7740;33.413
7742;33.382
7744;33.393
7746;33.39
7748;33.397
7750;33.41
7752;33.381
7754;33.374
7756;33.412
7758;33.409
7760;33.417
7762;33.382
7764;33.378
7766;33.388
7768;33.384
7770;33.375
7772;33.41
7774;33.403
7776;33.377
7778;33.377
7780;33.381
7782;33.388
7784;33.397
7786;33.436
7788;33.374
7790;33.368
7792;33.355
7794;33.339
7796;33.36
7798;33.4
7800;33.397
7802;33.378
7804;33.366
7806;33.387
7808;33.403
7810;33.397
7812;33.415
7814;33.398
7816;33.378
7818;33.372
7820;33.398
7822;33.403
7824;33.442
7826;33.409
7828;33.394
7830;33.407
7832;33.385
7834;33.412
7836;33.396
7838;33.397
7840;33.393
7842;33.39
7844;33.412
7846;33.397
7848;33.39
7850;33.366
7852;33.369
7854;33.401
7856;33.385
7858;33.385
7860;33.356
7862;33.396
7864;33.403
7866;33.428
7868;33.41
7870;33.4
7872;33.388
7874;33.378
7876;33.371
7878;33.4
7880;33.409
7882;33.394
7884;33.394
7886;33.375
7888;33.377
7890;33.35
7892;33.371
7894;33.378
7896;33.385
7898;33.368
7900;33.394
7902;33.398
7904;33.401
7906;33.384
7908;33.397
7910;33.412
7912;33.4
7914;33.396
7916;33.394
7918;33.384
7920;33.378
7922;33.375
7924;33.385
7926;33.385
7928;33.381
7930;33.432
7932;33.394
7934;33.406
7936;33.397
7938;33.439
7940;33.409
7942;33.401
7944;33.387
7946;33.398
7948;33.379
7950;33.371
7952;33.423
7954;33.422
7956;33.382
7958;33.378
7960;33.397
7962;33.396
7964;33.412
7966;33.415
7968;33.393
7970;33.4
7972;33.39
7974;33.381
7976;33.406
7978;33.388
7980;33.404
7982;33.401
7984;33.397
7986;33.406
7988;33.388
7990;33.4
7992;33.409
7994;33.391
7996;33.39
7998;33.404
